Id,Category
0,6
1,1
2,0
3,0
4,9
5,7
6,0
7,3
8,0
9,3
10,4
11,2
12,7
13,4
14,2
15,5
16,5
17,1
18,1
19,0
20,7
21,1
22,1
23,5
24,9
25,5
26,3
27,5
28,5
29,6
30,6
31,4
32,7
33,4
34,7
35,5
36,7
37,8
38,2
39,6
40,7
41,9
42,6
43,8
44,3
45,0
46,9
47,2
48,8
49,2
50,7
51,3
52,6
53,9
54,1
55,2
56,6
57,4
58,5
59,9
60,8
61,9
62,3
63,3
64,0
65,9
66,0
67,9
68,8
69,2
70,1
71,9
72,3
73,7
74,4
75,9
76,6
77,6
78,5
79,5
80,1
81,2
82,6
83,9
84,7
85,0
86,3
87,9
88,7
89,7
90,4
91,8
92,1
93,8
94,6
95,9
96,8
97,1
98,1
99,6
100,0
101,1
102,4
103,6
104,0
105,4
106,0
107,0
108,3
109,4
110,1
111,3
112,8
113,2
114,5
115,1
116,8
117,1
118,7
119,2
120,2
121,7
122,6
123,6
124,2
125,7
126,4
127,7
128,9
129,1
130,2
131,2
132,8
133,3
134,6
135,1
136,1
137,9
138,1
139,3
140,4
141,7
142,7
143,1
144,6
145,1
146,2
147,6
148,6
149,2
150,7
151,8
152,2
153,5
154,4
155,3
156,4
157,8
158,7
159,9
160,9
161,6
162,0
163,5
164,5
165,1
166,8
167,6
168,5
169,6
170,4
171,4
172,5
173,0
174,2
175,5
176,1
177,6
178,6
179,0
180,9
181,1
182,1
183,3
184,9
185,7
186,1
187,7
188,0
189,1
190,3
191,6
192,1
193,7
194,6
195,2
196,1
197,7
198,1
199,3
200,7
201,6
202,2
203,6
204,3
205,4
206,3
207,6
208,3
209,7
210,9
211,1
212,9
213,4
214,5
215,8
216,5
217,7
218,8
219,0
220,5
221,7
222,0
223,0
224,5
225,5
226,1
227,3
228,7
229,8
230,7
231,5
232,9
233,0
234,5
235,5
236,2
237,3
238,3
239,9
240,2
241,3
242,2
243,2
244,0
245,9
246,1
247,7
248,5
249,3
250,5
251,3
252,5
253,6
254,0
255,9
256,9
257,1
258,1
259,8
260,7
261,2
262,1
263,9
264,9
265,0
266,0
267,9
268,4
269,9
270,3
271,9
272,5
273,2
274,7
275,7
276,9
277,9
278,1
279,0
280,1
281,6
282,2
283,5
284,6
285,1
286,2
287,1
288,2
289,7
290,0
291,7
292,2
293,1
294,3
295,2
296,2
297,3
298,4
299,1
300,4
301,6
302,3
303,3
304,1
305,7
306,9
307,5
308,3
309,9
310,2
311,0
312,4
313,5
314,4
315,4
316,4
317,9
318,1
319,0
320,3
321,6
322,8
323,1
324,1
325,8
326,9
327,2
328,0
329,3
330,0
331,3
332,5
333,6
334,8
335,2
336,0
337,8
338,4
339,7
340,7
341,6
342,5
343,3
344,0
345,4
346,8
347,7
348,1
349,2
350,7
351,1
352,7
353,3
354,7
355,2
356,7
357,0
358,7
359,9
360,7
361,1
362,4
363,5
364,7
365,1
366,3
367,0
368,4
369,4
370,3
371,3
372,5
373,9
374,0
375,1
376,4
377,0
378,1
379,0
380,1
381,9
382,8
383,6
384,7
385,7
386,7
387,2
388,6
389,3
390,4
391,6
392,5
393,4
394,7
395,1
396,1
397,1
398,0
399,3
400,5
401,9
402,6
403,7
404,3
405,9
406,7
407,7
408,6
409,1
410,6
411,7
412,2
413,7
414,1
415,1
416,0
417,5
418,5
419,0
420,0
421,8
422,5
423,4
424,6
425,1
426,2
427,1
428,5
429,4
430,4
431,5
432,2
433,4
434,3
435,4
436,1
437,7
438,8
439,9
440,5
441,1
442,0
443,1
444,1
445,6
446,0
447,3
448,7
449,5
450,1
451,2
452,6
453,4
454,5
455,9
456,5
457,6
458,7
459,9
460,9
461,9
462,7
463,8
464,0
465,3
466,1
467,9
468,7
469,1
470,9
471,9
472,9
473,4
474,0
475,7
476,7
477,5
478,7
479,7
480,3
481,3
482,6
483,0
484,1
485,3
486,5
487,2
488,0
489,0
490,2
491,9
492,0
493,6
494,5
495,1
496,8
497,9
498,9
499,5
500,0
501,1
502,3
503,0
504,0
505,4
506,2
507,6
508,9
509,0
510,6
511,7
512,6
513,9
514,6
515,4
516,6
517,6
518,0
519,8
520,2
521,9
522,7
523,6
524,6
525,6
526,7
527,6
528,9
529,3
530,3
531,7
532,9
533,2
534,6
535,9
536,5
537,2
538,4
539,7
540,6
541,6
542,6
543,5
544,7
545,3
546,2
547,1
548,7
549,9
550,6
551,2
552,5
553,5
554,6
555,6
556,6
557,0
558,0
559,6
560,6
561,1
562,8
563,9
564,5
565,8
566,0
567,3
568,8
569,1
570,2
571,3
572,7
573,3
574,3
575,7
576,4
577,1
578,0
579,7
580,6
581,9
582,8
583,7
584,6
585,3
586,1
587,1
588,9
589,5
590,9
591,9
592,9
593,7
594,1
595,4
596,1
597,2
598,4
599,6
600,1
601,6
602,6
603,7
604,6
605,3
606,0
607,2
608,4
609,1
610,2
611,3
612,6
613,9
614,3
615,4
616,6
617,3
618,1
619,1
620,2
621,6
622,4
623,0
624,2
625,6
626,1
627,8
628,7
629,6
630,3
631,5
632,1
633,6
634,6
635,4
636,6
637,0
638,3
639,3
640,7
641,1
642,5
643,4
644,6
645,0
646,7
647,9
648,4
649,1
650,0
651,2
652,6
653,7
654,4
655,7
656,6
657,6
658,5
659,0
660,3
661,1
662,3
663,0
664,7
665,6
666,5
667,1
668,9
669,3
670,0
671,7
672,7
673,8
674,1
675,1
676,1
677,1
678,1
679,5
680,1
681,3
682,9
683,2
684,8
685,6
686,5
687,6
688,2
689,2
690,9
691,6
692,4
693,4
694,2
695,6
696,5
697,6
698,3
699,4
700,0
701,9
702,9
703,3
704,8
705,4
706,2
707,6
708,0
709,4
710,5
711,0
712,7
713,0
714,2
715,7
716,4
717,5
718,8
719,9
720,0
721,3
722,1
723,2
724,2
725,7
726,1
727,7
728,6
729,0
730,5
731,8
732,6
733,0
734,4
735,9
736,4
737,1
738,5
739,0
740,1
741,2
742,7
743,9
744,3
745,9
746,8
747,3
748,4
749,5
750,8
751,3
752,1
753,6
754,5
755,0
756,3
757,6
758,0
759,5
760,7
761,0
762,6
763,6
764,6
765,1
766,1
767,7
768,5
769,7
770,7
771,0
772,0
773,4
774,3
775,2
776,0
777,6
778,5
779,2
780,9
781,2
782,1
783,8
784,7
785,1
786,3
787,6
788,6
789,6
790,4
791,9
792,7
793,0
794,3
795,6
796,6
797,0
798,3
799,1
800,1
801,1
802,4
803,1
804,7
805,8
806,3
807,0
808,0
809,2
810,9
811,9
812,5
813,9
814,1
815,3
816,3
817,1
818,1
819,0
820,0
821,4
822,9
823,8
824,7
825,5
826,1
827,6
828,6
829,0
830,7
831,3
832,4
833,9
834,7
835,3
836,3
837,4
838,4
839,2
840,7
841,0
842,0
843,3
844,9
845,5
846,0
847,6
848,5
849,0
850,5
851,1
852,2
853,1
854,2
855,9
856,7
857,7
858,7
859,0
860,9
861,2
862,9
863,5
864,7
865,0
866,2
867,2
868,8
869,0
870,9
871,8
872,3
873,1
874,6
875,6
876,3
877,2
878,1
879,9
880,1
881,2
882,2
883,6
884,9
885,9
886,9
887,0
888,3
889,0
890,1
891,5
892,3
893,1
894,9
895,7
896,6
897,5
898,8
899,3
900,7
901,5
902,5
903,6
904,3
905,9
906,0
907,5
908,3
909,0
910,8
911,2
912,3
913,7
914,4
915,5
916,1
917,9
918,1
919,2
920,5
921,2
922,1
923,4
924,9
925,4
926,7
927,6
928,2
929,6
930,9
931,1
932,8
933,2
934,7
935,4
936,2
937,9
938,5
939,0
940,0
941,3
942,0
943,2
944,3
945,1
946,2
947,8
948,3
949,4
950,6
951,9
952,2
953,1
954,3
955,4
956,3
957,4
958,0
959,1
960,4
961,0
962,3
963,5
964,7
965,2
966,3
967,0
968,2
969,5
970,4
971,6
972,1
973,9
974,2
975,7
976,7
977,7
978,5
979,6
980,3
981,1
982,3
983,5
984,0
985,8
986,4
987,2
988,1
989,6
990,9
991,1
992,2
993,6
994,7
995,6
996,7
997,1
998,5
999,9
1000,1
1001,3
1002,3
1003,1
1004,8
1005,6
1006,0
1007,7
1008,1
1009,6
1010,6
1011,1
1012,2
1013,7
1014,5
1015,8
1016,0
1017,2
1018,0
1019,1
1020,0
1021,6
1022,9
1023,2
1024,5
1025,5
1026,4
1027,4
1028,0
1029,8
1030,1
1031,8
1032,2
1033,5
1034,6
1035,4
1036,8
1037,8
1038,4
1039,9
1040,1
1041,8
1042,6
1043,2
1044,9
1045,2
1046,9
1047,2
1048,7
1049,1
1050,3
1051,6
1052,1
1053,5
1054,4
1055,8
1056,6
1057,1
1058,1
1059,7
1060,3
1061,2
1062,1
1063,8
1064,1
1065,2
1066,3
1067,0
1068,1
1069,0
1070,2
1071,1
1072,5
1073,0
1074,4
1075,7
1076,7
1077,4
1078,8
1079,4
1080,5
1081,4
1082,3
1083,4
1084,2
1085,7
1086,6
1087,3
1088,0
1089,2
1090,0
1091,0
1092,6
1093,0
1094,4
1095,0
1096,4
1097,4
1098,8
1099,2
1100,1
1101,0
1102,4
1103,0
1104,6
1105,1
1106,3
1107,5
1108,7
1109,0
1110,5
1111,5
1112,3
1113,1
1114,8
1115,8
1116,3
1117,6
1118,0
1119,9
1120,9
1121,3
1122,7
1123,9
1124,7
1125,9
1126,0
1127,5
1128,2
1129,5
1130,2
1131,3
1132,1
1133,0
1134,3
1135,4
1136,2
1137,2
1138,3
1139,4
1140,1
1141,9
1142,6
1143,1
1144,4
1145,7
1146,1
1147,2
1148,9
1149,9
1150,1
1151,2
1152,1
1153,2
1154,0
1155,6
1156,0
1157,7
1158,7
1159,3
1160,8
1161,5
1162,6
1163,0
1164,9
1165,3
1166,1
1167,7
1168,3
1169,7
1170,7
1171,1
1172,7
1173,7
1174,2
1175,5
1176,3
1177,2
1178,9
1179,6
1180,3
1181,5
1182,3
1183,1
1184,3
1185,7
1186,2
1187,8
1188,3
1189,4
1190,4
1191,6
1192,3
1193,0
1194,6
1195,7
1196,6
1197,8
1198,5
1199,1
1200,3
1201,6
1202,5
1203,9
