id,label
0,muskmelon
1,muskmelon
2,orange
3,orange
4,grapes
5,orange
6,grapes
7,orange
8,orange
9,orange
10,cotton
11,orange
12,orange
13,rice
14,orange
15,orange
16,grapes
17,cotton
18,rice
19,muskmelon
20,rice
21,muskmelon
22,orange
23,rice
24,grapes
25,rice
26,orange
27,orange
28,rice
29,rice
30,orange
31,cotton
32,rice
33,grapes
34,rice
35,orange
36,rice
37,grapes
38,grapes
39,rice
40,rice
41,rice
42,orange
43,cotton
44,orange
45,cotton
46,rice
47,rice
48,muskmelon
49,cotton
50,orange
51,rice
52,grapes
53,orange
54,cotton
55,rice
56,cotton
57,grapes
58,cotton
59,orange
60,muskmelon
61,orange
62,cotton
63,orange
64,muskmelon
65,orange
66,orange
67,rice
68,muskmelon
69,rice
70,muskmelon
71,orange
72,rice
73,cotton
74,cotton
75,rice
76,cotton
77,cotton
78,muskmelon
79,orange
80,rice
81,grapes
82,rice
83,orange
84,orange
85,rice
86,rice
87,cotton
88,cotton
89,orange
90,cotton
91,orange
92,cotton
93,rice
94,rice
95,cotton
96,rice
97,cotton
98,orange
99,orange
100,rice
101,rice
102,orange
103,muskmelon
104,muskmelon
105,rice
106,muskmelon
107,cotton
108,rice
109,orange
110,cotton
111,rice
112,cotton
113,orange
114,rice
115,rice
116,cotton
117,rice
118,orange
119,rice
120,rice
121,grapes
122,orange
123,orange
124,grapes
125,orange
126,rice
127,cotton
128,cotton
129,grapes
130,cotton
131,grapes
132,orange
133,grapes
134,orange
135,orange
136,rice
137,cotton
138,cotton
139,grapes
140,cotton
141,muskmelon
142,orange
143,cotton
144,rice
145,cotton
146,grapes
147,rice
148,rice
149,orange
150,orange
151,cotton
152,muskmelon
153,orange
154,orange
155,orange
156,rice
157,rice
158,cotton
159,rice
160,grapes
161,grapes
162,orange
163,cotton
164,rice
165,orange
166,grapes
167,orange
168,muskmelon
169,grapes
170,grapes
171,cotton
172,orange
173,grapes
174,orange
175,cotton
176,orange
177,grapes
178,muskmelon
179,rice
180,cotton
181,rice
182,cotton
183,rice
184,cotton
185,rice
186,cotton
187,rice
188,orange
189,orange
190,orange
191,orange
192,rice
193,orange
194,muskmelon
195,rice
196,cotton
197,grapes
198,cotton
199,grapes
200,grapes
201,grapes
202,cotton
203,cotton
204,rice
205,orange
206,orange
207,cotton
208,rice
209,muskmelon
210,cotton
211,grapes
212,grapes
213,grapes
214,grapes
215,rice
216,rice
217,muskmelon
218,rice
219,cotton
220,rice
221,rice
222,rice
223,orange
224,rice
225,grapes
226,grapes
227,orange
228,rice
229,muskmelon
230,grapes
231,muskmelon
232,muskmelon
233,orange
234,rice
235,cotton
236,orange
237,orange
238,rice
239,muskmelon
240,rice
241,orange
242,orange
243,cotton
244,orange
245,muskmelon
246,orange
247,orange
248,rice
249,grapes
250,rice
251,cotton
252,rice
253,rice
254,grapes
255,orange
256,rice
257,grapes
258,cotton
259,rice
260,rice
261,cotton
262,rice
263,grapes
264,grapes
265,rice
266,rice
267,orange
268,orange
269,rice
270,orange
271,grapes
272,orange
273,rice
274,cotton
275,rice
276,cotton
277,grapes
278,cotton
279,rice
280,rice
281,rice
282,rice
283,muskmelon
284,grapes
285,cotton
286,rice
287,orange
288,orange
289,grapes
290,muskmelon
291,cotton
292,grapes
293,grapes
294,rice
295,orange
296,orange
297,grapes
298,rice
299,orange
300,muskmelon
301,orange
302,rice
303,rice
304,orange
305,grapes
306,muskmelon
307,orange
308,grapes
309,orange
310,grapes
311,orange
312,grapes
313,orange
314,muskmelon
315,rice
316,orange
317,muskmelon
318,muskmelon
319,rice
320,muskmelon
321,orange
322,rice
323,cotton
324,grapes
325,cotton
326,orange
327,rice
328,orange
329,rice
330,orange
331,rice
332,cotton
333,grapes
334,grapes
335,cotton
336,cotton
337,rice
338,grapes
339,orange
340,grapes
341,orange
342,muskmelon
343,rice
344,rice
345,rice
346,rice
347,rice
348,cotton
349,cotton
350,rice
351,cotton
352,rice
353,orange
354,rice
355,orange
356,muskmelon
357,cotton
358,cotton
359,rice
360,orange
361,rice
362,rice
363,cotton
364,rice
365,orange
366,cotton
367,orange
368,orange
369,rice
370,cotton
371,orange
372,rice
373,cotton
374,rice
375,rice
376,grapes
377,orange
378,cotton
379,rice
380,orange
381,grapes
382,cotton
383,rice
384,orange
385,orange
386,orange
387,cotton
388,rice
389,orange
390,cotton
391,muskmelon
392,grapes
393,grapes
394,rice
395,grapes
396,muskmelon
397,rice
398,rice
399,rice
400,cotton
401,orange
402,cotton
403,grapes
404,rice
405,orange
406,cotton
407,rice
408,orange
409,muskmelon
410,orange
411,rice
412,grapes
413,orange
414,orange
415,muskmelon
416,orange
417,cotton
418,rice
419,muskmelon
420,orange
421,rice
422,rice
423,orange
424,muskmelon
425,cotton
426,rice
427,cotton
428,rice
429,orange
430,orange
431,rice
432,muskmelon
433,orange
434,cotton
435,rice
436,rice
437,cotton
438,cotton
439,rice
440,orange
441,cotton
442,orange
443,cotton
444,orange
445,cotton
446,grapes
447,orange
448,orange
449,cotton
450,orange
451,rice
452,grapes
453,grapes
454,cotton
455,rice
456,rice
457,rice
458,rice
459,rice
460,cotton
461,grapes
462,rice
463,orange
464,orange
465,rice
466,rice
467,grapes
468,orange
469,orange
470,rice
471,cotton
472,rice
473,rice
474,orange
475,rice
476,muskmelon
477,cotton
478,orange
479,orange
480,orange
481,rice
482,grapes
483,orange
484,orange
485,rice
486,rice
487,muskmelon
488,rice
489,orange
490,rice
491,muskmelon
492,rice
493,orange
494,muskmelon
495,rice
496,grapes
497,muskmelon
498,rice
499,rice
500,grapes
501,rice
502,rice
503,cotton
504,cotton
505,cotton
506,orange
507,rice
508,orange
509,orange
510,cotton
511,grapes
512,muskmelon
513,cotton
514,rice
515,grapes
516,orange
517,rice
518,rice
519,orange
520,muskmelon
521,orange
522,grapes
523,rice
524,rice
525,orange
526,grapes
527,rice
528,orange
529,cotton
530,rice
531,rice
532,grapes
533,cotton
534,orange
535,rice
536,grapes
537,orange
538,rice
539,muskmelon
540,orange
541,cotton
542,grapes
543,orange
544,rice
545,cotton
546,muskmelon
547,grapes
548,rice
549,rice
