id,Label
0,7
1,8
2,1
3,8
4,8
5,1
6,8
7,8
8,8
9,8
10,0
11,6
12,9
13,0
14,1
15,5
16,9
17,7
18,8
19,4
20,8
21,6
22,6
23,5
24,4
25,0
26,7
27,4
28,0
29,1
30,3
31,1
32,3
33,8
34,7
35,2
36,7
37,1
38,8
39,1
40,1
41,7
42,4
43,8
44,3
45,5
46,1
47,2
48,4
49,8
50,6
51,3
52,5
53,5
54,6
55,0
56,8
57,1
58,9
59,5
60,7
61,8
62,8
63,3
64,7
65,8
66,8
67,4
68,3
69,0
70,7
71,0
72,8
73,8
74,1
75,7
76,3
77,8
78,8
79,8
80,7
81,6
82,2
83,7
84,8
85,8
86,7
87,3
88,6
89,1
90,3
91,6
92,8
93,3
94,1
95,8
96,1
97,7
98,6
99,9
100,6
101,0
102,5
103,4
104,8
105,9
106,2
107,1
108,9
109,4
110,8
111,7
112,3
113,9
114,7
115,8
116,4
117,8
118,9
119,8
120,5
121,4
122,7
123,6
124,8
125,8
126,8
127,5
128,8
129,5
130,6
131,6
132,5
133,7
134,8
135,1
136,0
137,1
138,6
139,4
140,6
141,7
142,3
143,1
144,7
145,1
146,8
147,2
148,0
149,8
150,9
151,8
152,5
153,5
154,1
155,5
156,6
157,0
158,3
159,8
160,4
161,6
162,5
163,8
164,6
165,5
166,4
167,8
168,1
169,4
170,4
171,7
172,8
173,3
174,2
175,7
176,1
177,8
178,1
179,8
180,1
181,8
182,5
183,0
184,8
185,9
186,8
187,5
188,0
189,1
190,1
191,1
192,0
193,8
194,0
195,8
196,1
197,6
198,4
199,8
200,8
201,6
202,1
203,1
204,1
205,3
206,9
207,5
208,2
209,8
210,8
211,8
212,9
213,3
214,9
215,0
216,3
217,8
218,5
219,5
220,7
221,8
222,8
223,7
224,1
225,8
226,8
227,4
228,1
229,7
230,8
231,3
232,8
233,8
234,7
235,9
236,2
237,2
238,4
239,1
240,5
241,8
242,8
243,7
244,8
245,8
246,0
247,8
248,4
249,8
250,8
251,1
252,9
253,5
254,7
255,8
256,8
257,8
258,2
259,8
260,8
261,5
262,7
263,7
264,8
265,1
266,8
267,1
268,8
269,0
270,3
271,8
272,1
273,9
274,8
275,8
276,1
277,8
278,2
279,1
280,2
281,9
282,8
283,5
284,9
285,2
286,6
287,4
288,1
289,5
290,8
291,8
292,8
293,2
294,0
295,8
296,0
297,0
298,2
299,8
300,8
301,7
302,1
303,8
304,4
305,0
306,2
307,7
308,4
309,3
310,3
311,8
312,0
313,3
314,1
315,9
316,6
317,5
318,8
319,5
320,8
321,7
322,9
323,3
324,8
325,4
326,8
327,0
328,7
329,1
330,1
331,2
332,1
333,5
334,3
335,3
336,8
337,7
338,8
339,6
340,8
341,8
342,1
343,3
344,8
345,1
346,0
347,5
348,1
349,3
350,1
351,5
352,8
353,6
354,1
355,8
356,5
357,1
358,8
359,8
360,4
361,6
362,8
363,2
364,5
365,0
366,8
367,5
368,6
369,3
370,7
371,2
372,8
373,8
374,8
375,5
376,8
377,1
378,1
379,4
380,0
381,7
382,3
383,7
384,6
385,1
386,6
387,2
388,1
389,8
390,8
391,8
392,6
393,1
394,8
395,5
396,8
397,5
398,4
399,4
400,2
401,8
402,3
403,8
404,8
405,8
406,8
407,0
408,3
409,1
410,7
411,7
412,8
413,7
414,9
415,8
416,1
417,8
418,2
419,1
420,4
421,8
422,9
423,2
424,0
425,8
426,9
427,1
428,4
429,8
430,1
431,8
432,8
433,5
434,9
435,8
436,8
437,3
438,7
439,6
440,0
441,0
442,3
443,0
444,8
445,8
446,6
447,8
448,8
449,8
450,3
451,3
452,2
453,3
454,9
455,1
