id,label
0,136
1,90
2,112
3,165
4,73
5,30
6,17
7,119
8,194
9,111
10,69
11,56
12,51
13,85
14,168
15,8
16,178
17,173
18,115
19,23
20,176
21,178
22,28
23,23
24,79
25,132
26,179
27,116
28,127
29,171
30,130
31,181
32,122
33,177
34,140
35,22
36,21
37,128
38,35
39,38
40,105
41,179
42,136
43,113
44,114
45,54
46,85
47,15
48,54
49,69
50,90
51,19
52,81
53,17
54,14
55,76
56,20
57,17
58,17
59,58
60,113
61,29
62,179
63,39
64,114
65,69
66,95
67,73
68,187
69,116
70,86
71,52
72,37
73,83
74,157
75,130
76,111
77,156
78,49
79,17
80,110
81,83
82,28
83,175
84,117
85,155
86,48
87,93
88,28
89,68
90,82
91,69
92,166
93,164
94,1
95,53
96,123
97,113
98,76
99,78
100,181
101,111
102,173
103,91
104,116
105,122
106,113
107,90
108,181
109,176
110,112
111,179
112,90
113,18
114,181
115,132
116,14
117,75
118,115
119,19
120,129
121,68
122,110
123,19
124,112
125,175
126,179
127,110
128,28
129,38
130,147
131,17
132,131
133,17
134,111
135,181
136,116
137,76
138,75
139,77
140,131
141,130
142,112
143,174
144,17
145,105
146,68
147,118
148,178
149,91
150,98
151,11
152,179
153,40
154,69
155,124
156,114
157,8
158,65
159,4
160,108
161,30
162,115
163,128
164,193
165,8
166,9
167,172
168,75
169,18
170,91
171,38
172,116
173,50
174,13
175,68
176,122
177,111
178,116
179,38
180,110
181,120
182,69
183,91
184,17
185,197
186,118
187,69
188,177
189,38
190,114
191,114
192,173
193,8
194,157
195,114
196,83
197,111
198,77
199,175
200,192
201,118
202,13
203,22
204,75
205,168
206,116
207,126
208,57
209,128
210,176
211,113
212,91
213,122
214,54
215,171
216,54
217,18
218,27
219,116
220,177
221,77
222,113
223,8
224,116
225,12
226,117
227,41
228,112
229,118
230,121
231,7
232,159
233,38
234,54
235,180
236,53
237,91
238,143
239,39
240,17
241,15
242,180
243,111
244,16
245,26
246,118
247,179
248,68
249,62
250,168
251,20
252,125
253,126
254,172
255,50
256,76
257,17
258,44
259,56
260,113
261,67
262,114
263,124
264,64
265,113
266,68
267,155
268,69
269,116
270,136
271,83
272,17
273,136
274,62
275,115
276,38
277,115
278,69
279,126
280,88
281,18
282,23
283,127
284,12
285,9
286,68
287,178
288,112
289,110
290,28
291,83
292,157
293,116
294,114
295,158
296,192
297,173
298,5
299,28
300,192
301,76
302,83
303,147
304,61
305,168
306,117
307,112
308,32
309,130
310,42
311,116
312,68
313,34
314,16
315,132
316,181
317,129
318,130
319,128
320,110
321,38
322,38
323,9
324,13
325,64
326,38
327,149
328,163
329,19
330,111
331,40
332,17
333,131
334,65
335,28
336,66
337,132
338,128
339,18
340,126
341,174
342,28
343,115
344,152
345,132
346,125
347,118
348,128
349,180
350,122
351,17
352,124
353,17
354,112
355,85
356,98
357,169
358,155
359,130
360,132
361,177
362,181
363,116
364,8
365,193
366,16
367,11
368,75
369,75
370,116
371,25
372,113
373,110
374,179
375,22
376,91
377,18
378,112
379,8
380,31
381,125
382,178
383,136
384,28
385,117
386,112
387,195
388,126
389,118
390,61
391,116
392,176
393,192
394,77
395,179
396,179
397,160
398,23
399,30
400,21
401,112
402,1
403,147
404,23
405,179
406,78
407,85
408,119
409,110
410,29
411,83
412,75
413,112
414,158
415,172
416,131
417,110
418,41
419,132
420,180
421,18
422,175
423,69
424,181
425,132
426,122
427,178
428,116
429,17
430,114
431,83
432,8
433,116
434,28
435,124
436,130
437,5
438,157
439,112
440,130
441,63
442,106
443,120
444,69
445,124
446,5
447,173
448,118
449,143
450,178
451,110
452,125
453,113
454,76
455,132
456,116
457,29
458,131
459,128
460,178
461,147
462,61
463,110
464,115
465,128
466,130
467,181
468,126
469,147
470,110
471,64
472,118
473,55
474,128
475,162
476,117
477,40
478,116
479,40
480,173
481,22
482,112
483,0
484,110
485,115
486,179
487,20
488,128
489,178
490,129
491,124
492,130
493,122
494,179
495,89
496,136
497,40
498,118
499,117
500,62
501,128
502,61
503,3
504,113
505,67
506,189
507,24
508,88
509,155
510,17
511,110
512,97
513,160
514,174
515,23
516,114
517,69
518,112
519,17
520,131
521,14
522,161
523,162
524,23
525,122
526,113
527,125
528,19
529,164
530,180
531,177
532,66
533,75
534,66
535,116
536,159
537,115
538,111
539,18
540,115
541,132
542,76
543,128
544,18
545,181
546,21
547,147
548,173
549,83
550,77
551,179
552,105
553,164
554,110
555,129
556,77
557,61
558,168
559,28
560,61
561,28
562,111
563,172
564,181
565,69
566,180
567,2
568,115
569,67
570,54
571,118
572,130
573,19
574,17
575,86
576,17
577,38
578,18
579,151
580,11
581,61
582,60
583,131
584,166
585,126
586,28
587,17
588,23
589,38
590,101
591,13
592,75
593,77
594,116
595,125
596,116
597,172
598,3
599,156
600,123
601,38
602,68
603,117
604,164
605,118
606,80
607,25
608,192
609,117
610,176
611,83
612,28
613,164
614,11
615,186
616,118
617,69
618,91
619,82
620,30
621,110
622,125
623,118
624,65
625,3
626,177
627,158
628,86
629,8
630,76
631,128
632,19
633,129
634,112
635,180
636,158
637,1
638,111
639,54
640,118
641,177
642,126
643,18
644,178
645,17
646,85
647,28
648,28
649,117
650,165
651,10
652,144
653,53
654,114
655,117
656,110
657,77
658,112
659,162
660,175
661,40
662,118
663,82
664,157
665,128
666,173
667,127
668,179
669,40
670,76
671,112
672,176
673,132
674,38
675,178
676,77
677,68
678,117
679,121
680,83
681,119
682,27
683,117
684,11
685,178
686,128
687,86
688,173
689,115
690,17
691,54
692,19
693,178
694,177
695,53
696,83
697,29
698,60
699,11
700,155
701,114
702,110
703,68
704,178
705,80
706,114
707,173
708,75
709,115
710,17
711,113
712,118
713,178
714,18
715,17
716,83
717,179
718,132
719,125
720,162
721,115
722,113
723,112
724,162
725,76
726,136
727,115
728,78
729,162
730,111
731,180
732,155
733,125
734,118
735,181
736,128
737,67
738,180
739,146
740,132
741,83
742,123
743,118
744,19
745,174
746,114
747,173
748,69
749,92
750,129
751,179
752,110
753,53
754,113
755,114
756,111
757,68
758,77
759,125
760,83
761,113
762,38
763,91
764,76
765,111
766,83
767,28
768,38
769,7
770,180
771,108
772,67
773,63
774,76
775,78
776,90
777,130
778,75
779,114
780,69
781,114
782,173
783,106
784,118
785,115
786,116
787,160
788,116
789,19
790,192
791,178
792,53
793,57
794,150
795,91
796,17
797,83
798,164
799,69
800,17
801,168
802,68
803,5
804,75
805,117
806,176
807,160
808,38
809,63
810,40
811,78
812,114
813,129
814,126
815,110
816,54
817,144
818,114
819,120
820,111
821,111
822,114
823,142
824,11
825,28
826,116
827,164
828,110
829,16
830,110
831,8
832,156
833,28
834,128
835,54
836,110
837,40
838,160
839,77
840,178
841,76
842,119
843,3
844,126
845,122
846,6
847,181
848,147
849,44
850,28
851,69
852,168
853,144
854,159
855,87
856,113
857,88
858,111
859,122
860,77
861,62
862,124
863,164
864,116
865,14
866,134
867,106
868,110
869,17
870,158
871,19
872,54
873,117
874,113
875,18
876,13
877,91
878,10
879,111
880,30
881,3
882,118
883,76
884,111
885,176
886,147
887,40
888,94
889,61
890,116
891,35
892,5
893,18
894,112
895,112
896,30
897,114
898,130
899,28
900,162
901,69
902,21
903,132
904,172
905,155
906,91
907,178
908,110
909,8
910,4
911,126
912,147
913,163
914,25
915,9
916,69
917,15
918,185
919,115
920,87
921,67
922,62
923,88
924,80
925,87
926,17
927,158
928,91
929,130
930,85
931,128
932,111
933,38
934,120
935,28
936,118
937,120
938,158
939,14
940,164
941,147
942,117
943,120
944,118
945,118
946,19
947,114
948,54
949,29
950,162
951,112
952,169
953,176
954,147
955,69
956,111
957,181
958,91
959,138
960,82
961,130
962,28
963,117
964,79
965,69
966,147
967,67
968,179
969,114
970,130
971,116
972,169
973,17
974,180
975,111
976,176
977,113
978,69
979,126
980,126
981,38
982,181
983,136
984,29
985,52
986,118
987,145
988,113
989,62
990,76
991,114
992,113
993,118
994,75
995,91
996,179
997,112
998,169
999,17
1000,62
1001,114
1002,38
1003,121
1004,77
1005,125
1006,28
1007,18
1008,192
1009,172
1010,110
1011,173
1012,76
1013,18
1014,144
1015,128
1016,29
1017,83
1018,155
1019,18
1020,180
1021,169
1022,14
1023,185
1024,167
1025,17
1026,65
1027,68
1028,118
1029,79
1030,127
1031,114
1032,68
1033,175
1034,115
1035,56
1036,118
1037,55
1038,76
1039,172
1040,91
1041,158
1042,167
1043,30
1044,111
1045,181
1046,62
1047,63
1048,110
1049,147
1050,73
1051,62
1052,116
1053,28
1054,116
1055,179
1056,160
1057,163
1058,17
1059,118
1060,156
1061,112
1062,167
1063,21
1064,40
1065,28
1066,122
1067,83
1068,4
1069,116
1070,28
1071,83
1072,17
1073,112
1074,77
1075,91
1076,30
1077,126
1078,83
1079,69
1080,115
1081,92
1082,10
1083,113
1084,74
1085,176
1086,125
1087,29
1088,77
1089,180
1090,122
1091,123
1092,130
1093,78
1094,184
1095,5
1096,130
1097,118
1098,111
1099,118
1100,17
1101,8
1102,161
1103,68
1104,177
1105,18
1106,110
1107,17
1108,18
1109,13
1110,39
1111,94
1112,172
1113,169
1114,21
1115,132
1116,117
1117,167
1118,116
1119,14
1120,160
1121,137
1122,53
1123,56
1124,69
1125,38
1126,130
1127,118
1128,15
1129,18
1130,83
1131,62
1132,77
1133,156
1134,126
1135,156
1136,3
1137,68
1138,124
1139,84
1140,18
1141,114
1142,175
1143,26
1144,126
1145,81
1146,20
1147,69
1148,53
1149,176
1150,153
1151,28
1152,110
1153,84
1154,155
1155,115
1156,179
