id,label
0,113
1,136
2,68
3,28
4,121
5,31
6,53
7,75
8,104
9,113
10,16
11,177
12,110
13,114
14,130
15,83
16,17
17,23
18,38
19,112
20,67
21,88
22,57
23,76
24,8
25,23
26,153
27,17
28,114
29,162
30,17
31,114
32,159
33,178
34,146
35,114
36,114
37,126
38,62
39,68
40,65
41,126
42,79
43,179
44,77
45,58
46,38
47,115
48,147
49,130
50,110
51,18
52,132
53,17
54,8
55,43
56,18
57,131
58,116
59,178
60,120
61,77
62,178
63,63
64,5
65,160
66,115
67,32
68,8
69,190
70,112
71,112
72,130
73,117
74,162
75,76
76,113
77,19
78,110
79,111
80,77
81,113
82,33
83,169
84,45
85,111
86,72
87,162
88,17
89,20
90,28
91,17
92,116
93,112
94,75
95,178
96,127
97,16
98,17
99,117
100,75
101,112
102,110
103,118
104,117
105,13
106,130
107,2
108,121
109,38
110,162
111,75
112,180
113,175
114,23
115,73
116,0
117,157
118,54
119,13
120,181
121,114
122,115
123,0
124,117
125,85
126,128
127,91
128,176
129,69
130,177
131,124
132,173
133,124
134,77
135,126
136,173
137,118
138,118
139,143
140,115
141,117
142,24
143,83
144,146
145,110
146,111
147,179
148,126
149,122
150,23
151,180
152,91
153,117
154,51
155,112
156,174
157,40
158,114
159,59
160,181
161,147
162,130
163,118
164,197
165,156
166,121
167,110
168,117
169,17
170,6
171,69
172,132
173,73
174,186
175,17
176,172
177,17
178,28
179,102
180,77
181,128
182,118
183,128
184,115
185,67
186,69
187,61
188,132
189,77
190,69
191,53
192,169
193,136
194,85
195,182
196,65
197,0
198,130
199,28
200,122
201,76
202,20
203,61
204,162
205,168
206,40
207,69
208,40
209,70
210,136
211,186
212,140
213,116
214,144
215,173
216,187
217,8
218,143
219,117
220,111
221,38
222,112
223,132
224,77
225,76
226,132
227,110
228,117
229,75
230,17
231,67
232,38
233,112
234,114
235,83
236,115
237,176
238,128
239,165
240,77
241,41
242,178
243,136
244,89
245,76
246,112
247,28
248,155
249,77
250,58
251,114
252,2
253,114
254,83
255,111
256,110
257,25
258,174
259,192
260,113
261,57
262,69
263,118
264,46
265,83
266,111
267,75
268,119
269,116
270,28
271,35
272,97
273,68
274,114
275,36
276,60
277,77
278,91
279,170
280,106
281,117
282,134
283,88
284,53
285,28
286,6
287,158
288,176
289,166
290,121
291,172
292,194
293,175
294,111
295,126
296,8
297,114
298,118
299,72
300,113
301,130
302,53
303,124
304,169
305,112
306,130
307,176
308,69
309,175
310,18
311,17
312,8
313,106
314,11
315,76
316,122
317,176
318,19
319,4
320,117
321,166
322,62
323,68
324,112
325,126
326,117
327,111
328,159
329,155
330,169
331,40
332,114
333,110
334,83
335,1
336,38
337,110
338,19
339,113
340,115
341,110
342,162
343,28
344,69
345,38
346,28
347,77
348,159
349,31
350,91
351,18
352,24
353,38
354,192
355,15
356,113
357,76
358,183
359,49
360,68
361,121
362,179
363,117
364,68
365,113
366,40
367,162
368,132
369,17
370,178
371,111
372,166
373,117
374,110
375,116
376,115
377,28
378,97
379,175
380,85
381,39
382,116
383,130
384,116
385,28
386,34
387,130
388,17
389,29
390,86
391,46
392,132
393,68
394,115
395,82
396,114
397,57
398,100
399,4
400,68
401,133
402,173
403,115
404,76
405,69
406,54
407,128
408,38
409,111
410,135
411,130
412,126
413,112
414,111
415,114
416,130
417,19
418,109
419,17
420,16
421,176
422,117
423,77
424,178
425,174
426,43
427,17
428,115
429,42
430,173
431,118
432,110
433,117
434,162
435,17
436,28
437,27
438,28
439,112
440,77
441,118
442,82
443,19
444,178
445,11
446,17
447,182
448,96
449,20
450,53
451,62
452,7
453,40
454,67
455,69
456,123
457,38
458,8
459,117
460,116
461,176
462,23
463,76
464,19
465,114
466,91
467,31
468,85
469,156
470,114
471,115
472,17
473,69
474,181
475,181
476,112
477,55
478,68
479,150
480,57
481,38
482,173
483,132
484,28
485,82
486,110
487,115
488,180
489,109
490,16
491,112
492,110
493,122
494,68
495,126
496,172
497,30
498,118
499,38
500,54
501,91
502,8
503,74
504,118
505,25
506,37
507,89
508,80
509,131
510,17
511,7
512,54
513,175
514,27
515,110
516,162
517,58
518,8
519,112
520,40
521,175
522,46
523,83
524,88
525,164
526,110
527,118
528,67
529,132
530,23
531,159
532,173
533,117
534,180
535,174
536,7
537,54
538,94
539,40
540,129
541,183
542,116
543,140
544,5
545,81
546,28
547,69
548,76
549,20
550,172
551,50
552,91
553,40
554,117
555,172
556,102
557,116
558,65
559,77
560,42
561,162
562,55
563,114
564,23
565,23
566,5
567,181
568,176
569,118
570,28
571,21
572,133
573,112
574,115
575,18
576,91
577,176
578,112
579,174
580,125
581,39
582,173
583,77
584,8
585,2
586,81
587,147
588,124
589,31
590,158
591,38
592,9
593,111
594,116
595,124
596,114
597,53
598,26
599,28
600,48
601,28
602,17
603,178
604,112
605,113
606,54
607,111
608,76
609,115
610,126
611,112
612,162
613,8
614,98
615,113
616,177
617,28
618,130
619,130
620,183
621,111
622,124
623,176
624,131
625,175
626,67
627,17
628,110
629,132
630,68
631,117
632,147
633,23
634,2
635,190
636,88
637,159
638,181
639,126
640,118
641,54
642,132
643,144
644,136
645,28
646,30
647,171
648,181
649,173
650,136
651,112
652,115
653,112
654,117
655,181
656,114
657,130
658,82
659,25
660,91
661,76
662,176
663,68
664,135
665,51
666,85
667,17
668,34
669,67
670,175
671,65
672,67
673,84
674,159
675,61
676,97
677,75
678,19
679,114
680,179
681,156
682,194
683,115
684,111
685,111
686,18
687,6
688,112
689,116
690,76
691,85
692,174
693,75
694,117
695,16
696,18
697,121
698,119
699,67
700,38
701,177
702,116
703,4
704,128
705,115
706,38
707,61
708,175
709,118
710,81
711,131
712,130
713,113
714,132
715,18
716,65
717,169
718,173
719,179
720,117
721,188
722,120
723,76
724,162
725,155
726,86
727,20
728,30
729,82
730,58
731,115
732,85
733,172
734,116
735,38
736,174
737,29
738,69
739,112
740,110
741,36
742,178
743,50
744,122
745,7
746,126
747,114
748,126
749,123
750,132
751,164
752,69
753,43
754,129
755,68
756,176
757,122
758,118
759,114
760,8
761,69
762,130
763,124
764,188
765,91
766,179
767,104
768,65
769,147
770,19
771,125
772,116
773,174
774,131
775,40
776,128
777,124
778,40
779,111
780,23
781,38
782,55
783,161
784,20
785,40
786,117
787,89
788,118
789,43
790,27
791,110
792,132
793,17
794,65
795,17
796,181
797,181
798,118
799,28
800,17
801,18
802,176
803,16
804,173
805,130
806,117
807,54
808,54
809,40
810,3
811,77
812,150
813,116
814,68
815,30
816,114
817,180
818,63
819,89
820,137
821,58
822,83
823,181
824,113
825,7
826,112
827,113
828,118
829,148
830,67
831,112
832,177
833,90
834,30
835,130
836,83
837,54
838,17
839,54
840,123
841,142
842,86
843,79
844,109
845,156
846,5
847,176
848,72
849,9
850,68
851,175
852,110
853,116
854,169
855,115
856,118
857,124
858,170
859,17
860,118
861,158
862,3
863,111
864,165
865,117
866,157
867,28
868,16
869,113
870,132
871,128
872,177
873,123
874,118
875,70
876,86
877,114
878,77
879,18
880,119
881,115
882,97
883,155
884,112
885,112
886,186
887,118
888,110
889,6
890,85
891,119
892,62
893,38
894,169
895,121
896,113
897,123
898,82
899,165
900,8
901,68
902,159
903,197
904,175
905,68
906,126
907,71
908,180
909,178
910,18
911,162
912,53
913,75
914,77
915,181
916,118
917,17
918,115
919,69
920,148
921,117
922,121
923,173
924,75
925,17
926,169
927,3
928,169
929,77
930,16
931,29
932,174
933,85
934,28
935,115
936,17
937,116
938,75
939,69
940,194
941,56
942,173
943,111
944,7
945,54
946,17
947,114
948,6
949,174
950,4
951,13
952,18
953,146
954,105
955,2
956,65
957,23
958,109
959,18
960,17
961,68
962,48
963,7
964,1
965,75
966,139
967,23
968,75
969,6
970,130
971,104
972,148
973,8
974,38
975,162
976,114
977,18
978,130
979,111
980,63
981,40
982,29
983,102
984,19
985,117
986,38
987,112
988,114
989,112
990,30
991,111
992,147
993,180
994,175
995,105
996,64
997,161
998,112
999,5
1000,38
1001,118
1002,69
1003,117
1004,110
1005,28
1006,4
1007,125
1008,61
1009,118
1010,130
1011,8
1012,156
1013,125
1014,62
1015,20
1016,118
1017,180
1018,113
1019,136
1020,180
1021,170
1022,62
1023,165
1024,179
1025,69
1026,38
1027,127
1028,172
1029,19
1030,82
1031,181
1032,69
1033,47
1034,158
1035,181
1036,76
1037,162
1038,132
1039,8
1040,172
1041,113
1042,28
1043,130
1044,112
1045,77
1046,68
1047,17
1048,3
1049,18
1050,33
1051,3
1052,116
1053,181
1054,130
1055,181
1056,116
1057,113
1058,113
1059,110
1060,64
1061,43
1062,110
1063,115
1064,110
1065,171
1066,54
1067,60
1068,132
1069,46
1070,69
1071,23
1072,113
1073,174
1074,129
1075,26
1076,31
1077,128
1078,123
1079,180
1080,28
1081,162
1082,196
1083,117
1084,68
1085,111
1086,125
1087,7
1088,122
1089,8
1090,8
1091,15
1092,17
1093,66
1094,26
1095,165
1096,5
1097,62
1098,119
1099,116
1100,27
1101,178
1102,162
1103,130
1104,106
1105,54
1106,162
1107,125
1108,173
1109,106
1110,28
1111,85
1112,4
1113,82
1114,155
1115,81
1116,75
1117,115
1118,31
1119,172
1120,126
1121,94
1122,162
1123,49
1124,59
1125,38
1126,114
1127,114
1128,116
1129,118
1130,81
1131,8
1132,114
1133,111
1134,117
1135,115
1136,46
1137,24
1138,83
1139,181
1140,151
1141,62
1142,68
1143,2
1144,109
1145,85
1146,105
1147,18
1148,68
1149,110
1150,53
1151,118
1152,4
1153,125
1154,64
1155,106
1156,113
1157,179
1158,174
1159,18
1160,86
1161,113
1162,53
1163,8
1164,179
1165,117
1166,28
1167,17
1168,139
1169,130
1170,114
1171,23
1172,136
1173,132
1174,178
1175,181
1176,19
1177,126
1178,3
1179,130
1180,116
1181,79
1182,170
1183,178
1184,126
1185,123
1186,181
1187,185
1188,116
1189,81
1190,143
1191,178
1192,7
1193,54
1194,93
1195,83
1196,159
1197,180
1198,118
1199,17
1200,165
1201,174
1202,128
1203,180
1204,54
1205,22
1206,38
1207,112
1208,113
1209,147
1210,156
1211,130
1212,99
1213,115
1214,135
1215,36
1216,71
1217,147
1218,69
1219,179
1220,38
1221,38
1222,117
1223,118
1224,117
1225,115
1226,130
1227,54
1228,160
1229,38
1230,120
1231,125
1232,19
1233,28
1234,169
1235,121
1236,180
1237,88
1238,68
1239,54
1240,28
1241,118
1242,68
1243,117
1244,110
1245,53
1246,63
1247,122
1248,54
1249,111
1250,106
1251,0
1252,115
1253,28
1254,91
1255,118
1256,166
1257,16
1258,115
1259,60
1260,17
1261,109
1262,28
1263,17
1264,30
1265,147
1266,23
1267,111
1268,116
1269,179
1270,126
1271,91
1272,77
1273,18
1274,117
1275,55
1276,76
1277,147
1278,17
1279,145
1280,120
1281,136
1282,115
1283,24
1284,112
1285,111
1286,118
1287,121
1288,158
1289,64
1290,176
1291,0
1292,131
1293,18
1294,30
1295,82
1296,17
1297,42
1298,160
1299,3
1300,123
1301,172
1302,126
1303,67
1304,168
1305,114
1306,112
1307,148
1308,135
1309,179
1310,166
1311,113
1312,116
1313,81
1314,38
1315,177
1316,115
1317,61
1318,163
1319,126
1320,117
1321,173
1322,177
1323,162
1324,155
1325,174
1326,139
1327,113
1328,144
1329,115
1330,172
1331,68
1332,178
1333,76
1334,114
1335,5
1336,38
1337,129
1338,118
1339,177
1340,155
1341,130
1342,114
1343,88
1344,76
1345,16
1346,78
1347,110
1348,118
1349,110
1350,177
1351,25
1352,117
