Unnamed: 0,배출량(kg)
0,88618.5
1,6529.8135
2,12381.345
3,11610.447
4,26186.428
5,17661.602
6,12756.418
7,13989.96
8,109291.53
9,26311.451
10,10489.945
11,18948.861
12,9717.191
13,12913.565
14,38252.52
15,29858.258
16,48736.137
17,16278.707
18,3547.121
19,4781.17
20,19012.797
21,10190.778
22,18731.51
23,9178.126
24,8849.216
25,9603.402
26,5181.767
27,82351.4
28,7740.73
29,12368.733
30,11988.675
31,27519.766
32,15649.048
33,11396.313
34,13220.662
35,106114.81
36,24214.826
37,9908.238
38,19234.53
39,8898.245
40,11455.298
41,14660.377
42,45078.16
43,30495.285
44,35407.6
45,4979.7466
46,6649.05
47,18071.49
48,10338.473
49,17816.549
50,8009.792
51,12916.117
52,7548.608
53,5808.6123
54,71407.18
55,8329.14
56,10840.054
57,10812.994
58,23999.406
59,14429.415
60,10239.973
61,14883.238
62,90862.57
63,21747.094
64,9353.281
65,16798.334
66,7802.227
67,9342.168
68,13341.202
69,31527.227
70,26768.725
71,40135.54
72,3499.3215
73,5251.505
74,16936.89
75,8292.367
76,14816.13
77,6297.628
78,21015.918
79,7008.2305
80,6073.6104
81,75893.74
82,5406.397
83,12215.047
84,11433.358
85,24828.705
86,15334.02
87,10718.366
88,12675.784
89,98403.32
90,23537.822
91,10134.14
92,17955.225
93,8460.839
94,10430.278
95,33758.85
96,27343.035
97,42324.28
98,14306.762
99,4331.587
100,4881.3564
101,17943.236
102,9308.25
103,15586.208
104,7750.4136
105,10872.478
106,7647.636
107,6565.007
108,107523.375
109,10890.041
110,13776.578
111,13997.128
112,28653.477
113,19164.139
114,12308.303
115,6841.3164
116,125597.516
117,31810.674
118,12015.261
119,21912.92
120,11146.495
121,14736.159
122,45202.125
123,17006.139
124,32604.736
125,52981.777
126,5041.754
127,6105.542
128,21458.29
129,10241.829
130,21067.38
131,9894.139
132,9620.829
133,7936.1475
134,6997.1973
135,79261.73
136,13375.204
137,11631.9
138,11131.013
139,26801.943
140,14912.101
141,9846.204
142,20879.639
143,102267.695
144,22847.477
145,9272.028
146,18212.62
147,5593.786
148,10483.2705
149,34063.145
150,27940.549
151,46428.277
152,15284.903
153,5151.9077
154,4954.2007
155,18516.4
156,8092.6787
157,16077.667
158,8071.8047
159,19456.824
160,8704.667
161,6664.96
162,65144.92
163,6403.2695
164,9585.989
165,9634.793
166,21024.088
167,12006.891
168,8132.4385
169,11635.405
170,82758.484
171,20010.482
172,7825.874
173,13897.09
174,5238.935
175,8762.919
176,28830.031
177,25025.12
178,35763.492
179,12103.8125
180,4077.564
181,3466.1233
182,15706.602
183,6225.451
184,12263.492
185,6012.828
186,11471.195
187,7631.2764
188,6506.6387
189,83568.87
190,5813.512
191,13179.674
192,12160.559
193,28700.406
194,17581.012
195,10190.812
196,14144.873
197,113115.48
198,26841.062
199,10678.223
200,20520.521
201,8260.914
202,12337.872
203,38261.6
204,29985.588
205,49484.895
206,16712.799
207,4930.359
208,4949.9004
209,19440.615
210,9798.216
211,18633.025
212,9116.905
213,14380.427
214,7309.8447
215,6924.9946
216,79261.05
217,7779.295
218,11443.17
219,11011.488
220,25401.227
221,15168.743
222,9930.274
223,11793.748
224,102427.22
225,22389.068
226,9956.25
227,17726.973
228,7162.6055
229,10823.62
230,33905.785
231,28965.846
232,43752.438
233,13403.223
234,4066.6528
235,4350.1543
236,17979.057
237,8741.164
238,17017.064
239,6813.3525
240,11022.993
241,6686.5117
242,6825.3154
243,73148.375
244,7557.9307
245,10450.706
246,10976.508
247,23811.312
248,14472.436
249,9652.0205
250,16048.033
251,91829.79
252,21972.74
253,9274.814
254,17582.295
255,6338.617
256,9648.226
257,40127.67
258,13199.775
259,26552.676
260,31667.145
261,4358.637
262,3908.8672
263,17341.207
264,7901.645
265,14827.026
266,6329.9565
267,15187.605
268,7728.4995
269,6776.2456
270,73843.375
271,5975.997
272,11787.753
273,11611.104
274,23533.303
275,15182.424
276,10091.69
277,12707.059
278,94264.0
279,22725.727
280,10305.909
281,18101.107
282,7840.7646
283,10422.109
284,32442.328
285,41162.414
286,26575.139
287,13794.088
288,4220.9067
289,4509.0127
290,17914.252
291,8787.33
292,14925.996
293,7544.0615
294,9794.839
295,7516.3086
296,6838.307
297,104223.77
298,11629.241
299,14117.151
300,13981.084
301,28339.143
302,19063.236
303,13282.382
304,6936.481
305,122574.914
306,31051.535
307,11147.403
308,22043.037
309,12109.726
310,14572.621
311,15812.505
312,44002.723
313,50988.004
314,31457.14
315,4848.399
316,4738.854
317,20750.28
318,10463.972
319,20551.688
320,9235.272
321,9257.458
322,8998.181
323,6993.3193
324,83843.46
325,12819.616
326,11531.81
327,12289.258
328,26480.303
329,15800.047
330,11804.282
331,23167.3
332,108523.23
333,24836.936
334,10103.066
335,18932.303
336,6852.55
337,11352.039
338,15675.535
339,48785.8
340,27397.686
341,35392.37
342,4300.5537
343,5053.5005
344,18991.96
345,9178.349
346,16772.613
347,8393.387
348,18855.92
349,7671.7783
350,6869.7905
351,75535.28
352,7158.7095
353,10562.797
354,11338.117
355,25750.375
356,14959.71
357,10764.372
358,13895.936
359,100585.05
360,23621.803
361,9508.229
362,17545.357
363,6299.818
364,10369.011
365,14101.203
366,26890.244
367,33887.984
368,42289.02
369,4654.2393
370,4201.4956
371,17934.0
372,8170.5835
373,15355.373
374,7173.475
375,13863.453
376,5765.3306
377,6936.3525
378,74598.734
379,6592.036
380,10446.458
381,11647.392
382,24191.592
383,14971.244
384,10461.169
385,15290.451
386,97679.56
387,23848.6
388,9425.458
389,17395.85
390,7936.4385
391,11239.387
392,43566.293
393,32939.68
394,27446.76
395,14375.634
396,3974.923
397,4049.4797
398,17539.445
399,7978.8125
400,16316.834
401,7791.195
402,14341.798
403,6382.1025
404,6798.025
405,76573.695
406,7018.1973
407,10541.388
408,11533.675
409,24195.672
410,14547.696
411,10308.028
412,11520.703
413,99381.36
414,22298.352
415,9654.897
416,18301.979
417,8580.675
418,10733.044
419,13166.79
420,32468.125
421,28262.707
422,42072.77
423,4272.4824
424,4138.9546
425,17355.41
426,8510.72
427,16604.633
428,6674.27
429,10444.872
430,6594.368
431,7084.185
432,71995.766
433,7095.6416
434,10660.729
435,11303.793
436,24167.059
437,14439.353
438,10584.26
439,12227.867
440,91411.0
441,22709.979
442,9195.982
443,18110.496
444,8395.832
445,10119.788
446,12792.283
447,31257.94
448,26186.11
449,40086.258
450,5279.4277
451,4646.1846
452,17341.564
453,9005.408
454,14999.703
455,6676.743
456,14646.874
457,7393.338
458,6857.204
459,73694.516
460,5814.1187
461,12243.328
462,11935.985
463,23958.29
464,15955.273
465,11082.51
466,13921.716
467,95128.93
468,23750.06
469,10553.877
470,19340.07
471,10039.865
472,11217.786
473,25975.854
474,14019.384
475,32404.031
476,41019.26
477,4950.376
478,4650.754
479,17952.785
480,10238.723
481,15735.023
482,7934.626
483,10528.751
484,6861.515
485,7308.6445
486,103485.11
487,12301.667
488,13785.895
489,14599.829
490,28997.467
491,19707.268
492,14174.638
493,7412.742
494,122392.53
495,31551.137
496,13648.963
497,23850.902
498,14029.808
499,15364.249
500,17084.307
501,31356.037
502,43807.953
503,50836.723
504,5702.3896
505,5294.608
506,20729.736
507,12458.331
508,20991.18
509,11025.067
510,9431.481
511,8175.231
512,7363.3745
513,86963.92
514,12697.116
515,13125.944
516,13600.797
517,28258.012
518,17575.092
519,12579.342
520,25865.639
521,112956.375
522,26714.094
523,10801.291
524,20787.139
525,9454.421
526,11994.758
527,16214.37
528,36451.832
529,27725.791
530,50049.477
531,5998.7837
532,5107.2295
533,19418.996
534,10720.654
535,17523.309
536,9821.502
537,19942.193
538,7941.5703
539,7478.042
540,78478.99
541,8920.661
542,12040.618
543,12495.096
544,28107.502
545,15728.554
546,11499.566
547,15840.725
548,107682.82
549,25551.922
550,10507.63
551,20540.785
552,9455.061
553,11756.617
554,27267.08
555,35940.383
556,44309.066
557,14698.076
558,5935.705
559,5202.7725
560,18639.982
561,10832.219
562,16717.316
563,8965.686
564,15351.637
565,5931.29
566,7389.5376
567,82596.06
568,8824.001
569,13112.788
570,13289.264
571,28965.29
572,17806.729
573,13110.823
574,18181.492
575,112219.42
576,28179.328
577,10989.531
578,21480.256
579,11614.363
580,14023.06
581,30262.33
582,37595.215
583,16548.637
584,49380.28
585,5892.9087
586,5691.6367
587,19235.367
588,12404.229
589,18390.158
590,9676.6455
591,16296.626
592,6389.0146
593,7548.9365
594,110838.914
595,8827.664
596,16553.893
597,17148.254
598,34668.777
599,21723.77
600,15221.575
601,17148.766
602,141578.73
603,34587.895
604,13836.092
605,26268.918
606,12971.765
607,17355.45
608,32980.89
609,45938.207
610,58800.98
611,18686.752
612,6343.7407
613,6829.169
614,22444.826
615,14307.238
616,22530.22
617,12377.428
618,15803.717
619,10708.315
620,7775.114
621,110628.984
622,10767.481
623,20060.512
624,18763.77
625,41163.62
626,24006.236
627,17310.75
628,22291.205
629,148808.12
630,37395.52
631,15832.952
632,32770.465
633,14106.619
634,15978.135
635,35460.48
636,52269.63
637,62499.57
638,21779.936
639,6904.8086
640,8307.455
641,25348.598
642,18325.312
643,24208.273
644,13981.153
645,19429.613
646,9498.672
647,8090.4297
648,65096.23
649,14222.704
650,13012.526
651,25328.424
652,15965.474
653,12506.11
654,7562.713
655,83772.79
656,22253.193
657,11563.677
658,22571.37
659,10833.432
660,10667.959
661,24547.266
662,32212.03
663,34503.74
664,14665.281
665,6108.361
666,6356.2573
667,18018.87
668,12873.88
669,15802.611
670,8581.531
671,8223.707
672,6046.385
673,7747.889
674,75931.29
675,18393.049
676,14338.821
677,14103.71
678,24652.047
679,17821.46
680,14122.087
681,7717.751
682,101237.77
683,25877.633
684,11945.389
685,24237.049
686,12042.802
687,10768.331
688,34349.49
689,14380.443
690,26498.85
691,36300.44
692,5979.3506
693,4972.232
694,18308.3
695,13174.241
696,17989.432
697,8511.858
698,16947.377
699,7355.6606
700,7653.9204
701,90900.14
702,16287.471
703,15782.901
704,14938.216
705,31436.219
706,19295.219
707,15928.015
708,33192.5
709,109602.92
710,29593.877
711,12205.298
712,24010.537
713,12028.987
714,16110.16
715,36962.35
716,50392.395
717,27084.781
718,17028.447
719,9657.086
720,6191.1147
721,20028.178
722,13699.909
723,19488.94
724,11702.326
725,25140.838
726,9111.293
727,7917.2085
728,90151.08
729,9408.01
730,14201.922
731,14794.914
732,32193.695
733,18861.63
734,14264.239
735,17340.209
736,117587.11
737,31303.826
738,12132.854
739,22532.967
740,11552.156
741,15187.249
742,49894.35
743,16604.66
744,40545.082
745,28920.389
746,6440.148
747,6483.519
748,20245.756
749,12845.473
750,18716.516
751,11313.731
752,14863.146
753,9195.308
754,7846.0356
755,84666.984
756,10291.436
757,13617.082
758,14277.27
759,28434.785
760,18214.89
761,14315.189
762,19283.96
763,111618.1
764,29108.668
765,11559.901
766,21912.746
767,11038.427
768,14084.964
769,28613.855
770,48219.273
771,16295.9
772,36943.332
773,5504.202
774,5215.6006
775,18999.75
776,11463.857
777,18217.385
778,10384.181
779,16233.051
780,6771.887
781,7560.723
782,86153.8
783,10752.034
784,13215.8
785,14130.618
786,29136.074
787,17909.133
788,13436.266
789,15426.528
790,110096.79
791,26736.775
792,11143.309
793,21815.936
794,10156.14
795,13833.3125
796,14261.686
797,46533.7
798,28682.549
799,35669.5
800,5182.571
801,5609.3433
802,18952.113
803,11432.092
804,18240.44
805,8963.519
806,12652.408
807,6893.61
808,7575.2964
809,77554.8
810,10478.542
811,13020.005
812,13338.529
813,27324.47
814,16590.021
815,12421.294
816,18248.246
817,99731.58
818,25846.72
819,10151.999
820,20845.52
821,10204.754
822,12488.84
823,25801.006
824,42304.715
825,33850.312
826,13879.827
827,5380.672
828,5890.5312
829,18275.05
830,11693.092
831,16203.443
832,8462.974
833,16459.967
834,7188.2974
835,7612.591
836,121702.43
837,15469.781
838,14085.258
839,15551.992
840,30904.809
841,20694.871
842,14532.7705
843,8108.9287
844,136745.84
845,34027.246
846,14004.26
847,23560.504
848,14286.217
849,16319.934
850,48426.25
851,34024.605
852,17498.115
853,57725.195
854,5677.2124
855,4067.7952
856,23576.576
857,12938.334
858,22778.031
859,11480.515
860,10982.492
861,9355.423
862,7925.714
863,90122.11
864,9974.278
865,12198.269
866,12731.924
867,28174.576
868,16065.854
869,11953.088
870,25503.492
871,118755.81
872,25651.195
873,10769.877
874,20219.268
875,7859.842
876,10815.897
877,36636.395
878,16057.811
879,29469.867
880,52208.473
881,4573.5737
882,3177.523
883,20166.182
884,11445.396
885,17598.033
886,9564.66
887,23079.217
888,9510.563
889,7428.162
890,84603.234
891,7166.547
892,11687.334
893,11344.329
894,27807.93
895,15149.764
896,10236.458
897,15505.2705
898,112484.18
899,24612.275
900,10417.349
901,18867.281
902,8042.858
903,10719.131
904,36249.496
905,14573.667
906,29091.557
907,46830.46
908,2522.1016
909,4543.83
910,18865.582
911,10286.943
912,16043.169
913,7974.278
914,16643.408
915,8183.317
916,7576.903
917,74997.86
918,6110.7476
919,10358.328
920,10816.856
921,24635.549
922,14512.971
923,10038.402
924,15832.238
925,104815.96
926,22135.742
927,10102.769
