ID,TARGET
0,39.74149
1,39.74149
2,39.74149
3,53.267902
4,54.164665
5,54.226337
6,54.226337
7,54.226337
8,54.226337
9,54.226337
10,54.226337
11,54.226337
12,54.226337
13,54.226337
14,44.48361
15,39.74149
16,39.74149
17,18.026361
18,0.9713756
19,0.93145776
20,0.93098795
21,0.9312576
22,0.9309124
23,0.9311923
24,0.9308876
25,0.93117464
26,0.93086827
27,0.9311366
28,0.93089294
29,0.93125546
30,0.930915
31,0.9313117
32,0.9309486
33,0.9320129
34,0.9348848
35,0.93185174
36,0.9341955
37,0.9318011
38,0.93382275
39,0.93182695
40,0.9336494
41,0.9318372
42,0.9342947
43,0.9321822
44,0.9338764
45,0.93212974
46,0.933187
47,17.928112
48,39.74149
49,39.74149
50,39.74149
51,54.226337
52,54.226337
53,54.226337
54,54.226337
55,54.226337
56,54.226337
57,54.226337
58,54.226337
59,54.226337
60,54.226337
61,54.226337
62,54.226337
63,54.226337
64,39.74153
65,39.74149
66,17.928112
67,0.9318906
68,0.9311876
69,0.9315927
70,0.93104434
71,0.93123484
72,0.930956
73,0.931249
74,0.9309517
75,0.9311266
76,0.9308795
77,0.9310162
78,0.9308342
79,0.93103933
80,0.9308369
81,0.9317597
82,0.93417895
83,0.9313861
84,0.93277895
85,0.9313314
86,0.93250215
87,0.93127716
88,0.93222463
89,0.9310938
90,0.93169224
91,0.9310776
92,0.9315684
93,0.9310914
94,0.93182623
95,17.928112
96,39.74149
97,39.74149
98,39.74149
99,54.226337
100,54.226315
101,54.226337
102,54.226337
103,54.226337
104,54.226337
105,54.226337
106,54.226337
107,54.226337
108,54.226337
109,54.226337
110,54.226337
111,54.226337
112,40.774956
113,39.74149
114,1.0344926
115,0.93317735
116,0.93538713
117,0.9325398
118,0.93269
119,0.93271506
120,0.9331033
121,0.9331112
122,0.9349946
123,0.9334749
124,0.9375144
125,0.9337218
126,0.93955433
127,0.9345405
128,0.94866145
129,0.9389752
130,0.94873655
131,0.9367162
132,0.94386685
133,0.9343945
134,0.93876326
135,0.9330412
136,0.93479896
137,0.93204784
138,0.9334197
139,0.9317552
140,0.93263304
141,0.93162394
142,0.9322016
143,17.928112
144,39.74149
145,39.74149
146,39.74149
147,54.226337
148,54.226337
149,54.226337
150,54.226337
151,54.226337
152,54.226337
153,54.226337
154,54.226337
155,54.226337
156,54.226337
157,54.226337
158,54.226337
159,54.226337
160,40.62974
161,39.74149
162,17.928112
163,0.93310773
164,0.93543863
165,0.9323118
166,0.9322728
167,0.9321425
